Customer_ID,Customer_Name,Join_Date,Last_Purchase_Date,Region,Product_Category,Total_Spend,Orders_Count,Subscription_Type,Churn_Status
CUST101683,Customer_1684,2022-04-21,2024-01-18,North,Beauty,2197.64,1,Standard,Yes
CUST101684,Customer_1685,2022-08-22,2026-02-08,East,Electronics,7424.11,13,Premium,No
CUST101685,Customer_1686,2024-08-25,2027-05-06,North,Fashion,48378.66,17,Basic,No
CUST101686,Customer_1687,2023-05-12,2023-11-03,West,Electronics,29269.09,28,Basic,Yes
CUST101687,Customer_1688,2024-11-29,2026-01-18,North,Electronics,7116.65,2,Premium,Yes
CUST101688,Customer_1689,2025-02-19,2027-10-29,North,Electronics,65735.55,24,Premium,No
CUST101689,Customer_1690,2023-12-28,2025-08-10,West,Home,85591.25,22,Standard,Yes
CUST101690,Customer_1691,2022-04-02,2024-12-24,South,Home,25337.33,14,Basic,No
CUST101691,Customer_1692,2025-02-20,2028-12-27,South,Beauty,84624.9,20,Basic,No
CUST101692,Customer_1693,2022-12-03,2024-05-16,West,Fashion,78859.93,23,Basic,Yes
CUST101693,Customer_1694,2023-05-28,2025-12-04,East,Electronics,29668.16,6,Premium,No
CUST101694,Customer_1695,2023-08-26,2025-12-10,North,Electronics,32587.67,25,Basic,No
CUST101695,Customer_1696,2023-03-04,2026-07-06,West,Electronics,4381.66,6,Standard,No
CUST101696,Customer_1697,2022-01-07,2025-05-05,North,Electronics,77935.05,18,Standard,No
CUST101697,Customer_1698,2022-04-30,2023-05-06,East,Home,38437.58,19,Basic,Yes
CUST101698,Customer_1699,2023-01-22,2025-01-28,North,Beauty,21965.48,9,Basic,No
CUST101699,Customer_1700,2023-10-03,2025-02-02,West,Sports,69982.61,15,Standard,Yes
CUST101700,Customer_1701,2025-01-26,2025-05-05,North,Fashion,17381.95,7,Basic,Yes
CUST101701,Customer_1702,2024-12-02,2026-08-04,South,Electronics,11046.52,6,Basic,Yes
CUST101702,Customer_1703,2022-07-02,2026-04-01,East,Beauty,22264.16,29,Basic,No
CUST101703,Customer_1704,2023-11-28,2027-12-18,East,Sports,12466.05,5,Premium,No
CUST101704,Customer_1705,2023-07-19,2025-06-19,East,Beauty,65498.36,19,Premium,No
CUST101705,Customer_1706,2023-03-22,2026-10-24,West,Home,34225.76,20,Standard,No
CUST101706,Customer_1707,2022-07-19,2024-10-31,East,Sports,3730.01,1,Standard,No
CUST101707,Customer_1708,2024-08-05,2027-02-03,South,Beauty,55695.94,21,Standard,No
CUST101708,Customer_1709,2023-05-28,2025-07-18,West,Home,30530.38,7,Standard,No
CUST101709,Customer_1710,2024-09-16,2027-08-06,South,Beauty,22100.74,18,Premium,No
CUST101710,Customer_1711,2022-08-01,2023-01-18,North,Beauty,105485.18,27,Basic,Yes
CUST101711,Customer_1712,2023-06-30,2025-05-11,North,Sports,131501.62,28,Basic,Yes
CUST101712,Customer_1713,2023-05-01,2025-01-19,North,Home,30690.33,8,Premium,Yes
CUST101713,Customer_1714,2022-06-17,2023-08-16,North,Electronics,27920.62,12,Standard,Yes
CUST101714,Customer_1715,2024-06-08,2025-03-05,South,Fashion,15370.51,10,Basic,Yes
CUST101715,Customer_1716,2024-07-19,2028-03-03,West,Sports,5655.92,6,Premium,No
CUST101716,Customer_1717,2024-04-07,2027-01-02,West,Home,88157.25,26,Basic,No
CUST101717,Customer_1718,2022-05-17,2024-09-03,East,Beauty,18285.51,16,Basic,No
CUST101718,Customer_1719,2022-04-25,2024-08-23,South,Home,128171.04,30,Standard,No
CUST101719,Customer_1720,2024-12-08,2025-08-08,North,Fashion,91643.04,19,Basic,Yes
CUST101720,Customer_1721,2023-05-31,2024-10-15,South,Fashion,19998.92,18,Standard,Yes
CUST101721,Customer_1722,2023-11-19,2026-04-25,East,Electronics,52613.72,24,Basic,No
CUST101722,Customer_1723,2024-10-16,2027-01-26,East,Electronics,61330.42,13,Basic,No
CUST101723,Customer_1724,2024-11-15,2027-01-03,South,Fashion,52363.41,20,Standard,No
CUST101724,Customer_1725,2024-12-29,2025-05-08,South,Sports,20365.61,7,Standard,Yes
CUST101725,Customer_1726,2022-10-20,2023-11-11,South,Sports,27046.75,7,Basic,Yes
CUST101726,Customer_1727,2022-08-19,2022-11-20,West,Beauty,23158.41,16,Premium,Yes
CUST101727,Customer_1728,2024-07-26,2027-12-01,North,Electronics,147185.12,30,Standard,No
CUST101728,Customer_1729,2025-02-18,2028-10-14,South,Beauty,104363.37,26,Basic,No
CUST101729,Customer_1730,2023-06-02,2026-05-01,South,Electronics,30654.5,25,Basic,No
CUST101730,Customer_1731,2024-11-13,2027-01-30,South,Fashion,9998.13,10,Premium,No
CUST101731,Customer_1732,2023-12-07,2024-07-10,East,Sports,70609.41,15,Standard,Yes
CUST101732,Customer_1733,2023-01-12,2024-03-21,East,Sports,50156.75,14,Basic,Yes
CUST101733,Customer_1734,2023-03-13,2026-01-27,West,Fashion,16165.27,24,Basic,No
CUST101734,Customer_1735,2024-05-02,2024-12-23,North,Beauty,13667.31,12,Basic,Yes
CUST101735,Customer_1736,2024-08-27,2026-09-12,West,Beauty,20741.72,29,Basic,No
CUST101736,Customer_1737,2023-05-14,2025-07-20,North,Home,73250.52,15,Standard,No
CUST101737,Customer_1738,2025-04-12,2028-07-29,East,Electronics,21922.63,8,Premium,No
CUST101738,Customer_1739,2023-08-23,2024-05-12,East,Beauty,18057.68,7,Basic,Yes
CUST101739,Customer_1740,2024-02-17,2028-01-19,East,Fashion,124826.12,26,Premium,No
CUST101740,Customer_1741,2022-03-11,2025-04-06,West,Beauty,58188.1,21,Premium,No
CUST101741,Customer_1742,2022-07-24,2026-02-02,South,Sports,25469.07,9,Premium,No
CUST101742,Customer_1743,2022-12-07,2025-06-10,South,Electronics,68998.12,14,Premium,No
CUST101743,Customer_1744,2024-11-21,2025-06-12,East,Home,28040.46,28,Premium,Yes
CUST101744,Customer_1745,2024-12-02,2028-01-16,South,Electronics,133269.21,27,Standard,No
CUST101745,Customer_1746,2022-04-28,2024-07-11,South,Sports,8718.85,7,Basic,No
CUST101746,Customer_1747,2024-06-07,2025-08-21,West,Sports,31537.22,12,Standard,Yes
CUST101747,Customer_1748,2022-01-15,2023-04-02,North,Sports,28269.66,14,Premium,Yes
CUST101748,Customer_1749,2024-06-29,2026-09-19,East,Sports,52793.35,11,Basic,No
CUST101749,Customer_1750,2023-09-19,2026-01-11,East,Fashion,51010.53,19,Basic,No
CUST101750,Customer_1751,2023-11-21,2027-07-26,West,Home,16899.83,28,Basic,No
CUST101751,Customer_1752,2024-02-13,2026-04-06,West,Sports,8985.66,6,Premium,No
CUST101752,Customer_1753,2024-07-01,2027-10-26,South,Sports,7315.96,3,Standard,No
CUST101753,Customer_1754,2022-04-30,2026-05-03,East,Beauty,21262.54,6,Standard,No
CUST101754,Customer_1755,2022-01-26,2025-06-14,North,Home,87828.34,29,Basic,No
CUST101755,Customer_1756,2022-03-05,2024-11-26,West,Electronics,103790.2,24,Standard,No
CUST101756,Customer_1757,2023-04-05,2025-09-08,North,Home,38051.56,9,Basic,No
CUST101757,Customer_1758,2022-11-10,2025-01-28,North,Home,6314.58,2,Standard,No
CUST101758,Customer_1759,2024-03-15,2025-10-01,East,Home,18425.5,6,Basic,Yes
CUST101759,Customer_1760,2024-09-12,2026-10-07,East,Sports,24524.38,14,Premium,No
CUST101760,Customer_1761,2024-01-06,2027-07-09,West,Sports,91400.95,19,Standard,No
CUST101761,Customer_1762,2024-06-07,2027-08-24,East,Fashion,25374.93,30,Standard,No
CUST101762,Customer_1763,2024-09-08,2028-01-20,East,Electronics,68599.08,30,Standard,No
CUST101763,Customer_1764,2023-08-02,2024-11-22,East,Beauty,79896.51,23,Standard,Yes
CUST101764,Customer_1765,2025-02-23,2028-02-21,North,Home,128398.07,27,Basic,No
CUST101765,Customer_1766,2024-08-29,2027-12-19,West,Electronics,11027.54,4,Standard,No
CUST101766,Customer_1767,2024-05-10,2027-10-31,South,Electronics,63442.92,14,Premium,No
CUST101767,Customer_1768,2023-12-08,2026-04-18,North,Fashion,20403.58,21,Basic,No
CUST101768,Customer_1769,2025-01-15,2028-09-19,East,Beauty,28921.29,10,Standard,No
CUST101769,Customer_1770,2023-01-30,2025-08-05,North,Home,11533.37,6,Premium,No
CUST101770,Customer_1771,2023-04-29,2024-04-23,East,Beauty,44886.99,11,Premium,Yes
CUST101771,Customer_1772,2023-10-28,2026-12-21,East,Fashion,32532.2,13,Standard,No
CUST101772,Customer_1773,2023-04-01,2025-12-09,North,Sports,63327.27,24,Standard,No
CUST101773,Customer_1774,2022-07-29,2024-11-13,West,Electronics,14247.35,18,Premium,No
CUST101774,Customer_1775,2023-06-09,2026-10-05,East,Home,49420.91,20,Premium,No
CUST101775,Customer_1776,2023-11-07,2027-02-22,West,Sports,12092.21,14,Premium,No
CUST101776,Customer_1777,2024-09-28,2027-08-19,South,Fashion,49896.8,27,Standard,No
CUST101777,Customer_1778,2024-06-14,2028-06-23,East,Beauty,21419.33,20,Basic,No
CUST101778,Customer_1779,2024-09-30,2027-06-07,West,Electronics,44113.61,22,Basic,No
CUST101779,Customer_1780,2022-11-03,2024-10-14,West,Home,30464.95,20,Basic,No
CUST101780,Customer_1781,2025-01-04,2028-02-17,South,Sports,19616.41,11,Premium,No
CUST101781,Customer_1782,2024-11-11,2028-04-28,West,Sports,24522.46,21,Premium,No
CUST101782,Customer_1783,2022-03-01,2026-03-05,West,Electronics,12391.17,5,Standard,No
CUST101783,Customer_1784,2023-01-21,2025-03-26,South,Beauty,21912.75,8,Standard,No
CUST101784,Customer_1785,2022-02-25,2022-11-13,East,Fashion,17059.66,4,Basic,Yes
CUST101785,Customer_1786,2022-06-17,2026-07-03,West,Beauty,35096.57,12,Standard,No
CUST101786,Customer_1787,2023-12-18,2026-03-08,West,Beauty,9176.45,6,Standard,No
CUST101787,Customer_1788,2024-05-14,2026-05-30,West,Beauty,87665.2,23,Basic,No
CUST101788,Customer_1789,2023-04-27,2024-02-04,North,Electronics,44102.65,24,Basic,Yes
CUST101789,Customer_1790,2022-12-06,2026-04-07,South,Electronics,97594.61,25,Standard,No
CUST101790,Customer_1791,2024-03-06,2027-04-02,North,Fashion,58298.19,26,Basic,No
CUST101791,Customer_1792,2024-06-10,2027-02-22,South,Beauty,22492.3,8,Premium,No
CUST101792,Customer_1793,2024-02-15,2028-03-15,East,Electronics,83007,30,Basic,No
CUST101793,Customer_1794,2023-08-24,2024-07-24,East,Fashion,19201.45,4,Premium,Yes
CUST101794,Customer_1795,2023-03-13,2026-02-18,West,Fashion,23829.88,20,Basic,No
CUST101795,Customer_1796,2024-12-18,2027-05-31,South,Beauty,47235,10,Basic,No
CUST101796,Customer_1797,2022-06-01,2022-07-25,East,Home,33318.44,11,Standard,Yes
CUST101797,Customer_1798,2024-07-22,2026-06-27,South,Beauty,74573.98,15,Standard,No
CUST101798,Customer_1799,2023-06-24,2026-09-16,East,Home,15395.61,5,Standard,No
CUST101799,Customer_1800,2022-08-13,2024-12-02,North,Fashion,10361.08,3,Basic,No
CUST101800,Customer_1801,2023-07-17,2027-05-19,East,Electronics,58096.26,15,Basic,No
CUST101801,Customer_1802,2023-07-12,2027-04-01,North,Sports,8396.1,2,Standard,No
CUST101802,Customer_1803,2023-09-10,2026-01-27,East,Fashion,5298.07,2,Basic,No
CUST101803,Customer_1804,2022-01-24,2025-04-27,West,Electronics,88841.81,25,Basic,No
CUST101804,Customer_1805,2023-01-03,2025-03-08,North,Fashion,26135.79,8,Standard,No
CUST101805,Customer_1806,2024-09-25,2027-03-08,East,Beauty,51301.61,22,Basic,No
CUST101806,Customer_1807,2022-12-01,2025-07-17,West,Home,58710.25,14,Basic,No
CUST101807,Customer_1808,2022-01-03,2024-07-26,North,Fashion,40980.55,30,Basic,No
CUST101808,Customer_1809,2024-10-04,2028-02-03,West,Electronics,37562.65,30,Premium,No
CUST101809,Customer_1810,2022-09-20,2024-10-17,South,Beauty,34325.75,9,Basic,No
CUST101810,Customer_1811,2022-05-01,2026-04-30,South,Sports,16843.42,5,Premium,No
CUST101811,Customer_1812,2022-01-21,2022-04-12,North,Beauty,57884.16,30,Basic,Yes
CUST101812,Customer_1813,2024-06-23,2028-07-18,East,Home,40297.01,12,Standard,No
CUST101813,Customer_1814,2022-05-20,2024-08-18,North,Beauty,39679.12,10,Basic,No
CUST101814,Customer_1815,2022-07-25,2025-12-13,West,Sports,1476.35,1,Standard,No
CUST101815,Customer_1816,2022-02-12,2024-08-16,East,Electronics,74790.57,24,Premium,No
CUST101816,Customer_1817,2024-04-29,2028-02-22,South,Fashion,80008.93,19,Premium,No
CUST101817,Customer_1818,2025-02-15,2027-04-14,East,Home,70517.2,30,Standard,No
CUST101818,Customer_1819,2024-10-25,2027-12-11,South,Sports,76820.38,25,Premium,No
CUST101819,Customer_1820,2022-07-26,2024-08-01,East,Home,9387.52,11,Basic,No
CUST101820,Customer_1821,2023-09-27,2024-01-18,East,Beauty,72030.86,17,Standard,Yes
CUST101821,Customer_1822,2022-12-11,2025-02-25,East,Home,12247.71,3,Standard,No
CUST101822,Customer_1823,2025-03-11,2025-04-12,West,Sports,2553.15,1,Premium,Yes
CUST101823,Customer_1824,2023-01-07,2026-10-09,West,Fashion,17622.5,17,Basic,No
CUST101824,Customer_1825,2025-04-02,2027-12-19,North,Fashion,20830.77,6,Premium,No
CUST101825,Customer_1826,2023-07-01,2025-06-29,North,Home,40019.34,13,Standard,No
CUST101826,Customer_1827,2024-09-10,2028-04-29,South,Electronics,92753.19,20,Standard,No
CUST101827,Customer_1828,2022-12-01,2023-06-15,West,Home,45737.6,26,Basic,Yes
CUST101828,Customer_1829,2022-01-11,2024-03-13,South,Beauty,2581.88,4,Basic,No
CUST101829,Customer_1830,2022-03-16,2022-11-18,North,Fashion,8231.64,5,Standard,Yes
CUST101830,Customer_1831,2024-08-04,2026-05-16,South,Fashion,36383.72,15,Standard,Yes
CUST101831,Customer_1832,2024-07-01,2026-08-28,North,Fashion,16793,14,Premium,No
CUST101832,Customer_1833,2023-12-11,2026-05-16,West,Electronics,93267.34,19,Standard,No
CUST101833,Customer_1834,2024-05-02,2028-02-26,East,Electronics,22511.39,15,Standard,No
CUST101834,Customer_1835,2024-02-15,2028-01-06,West,Sports,42604.49,12,Premium,No
CUST101835,Customer_1836,2024-06-04,2025-04-11,South,Home,45783.13,18,Standard,Yes
CUST101836,Customer_1837,2024-01-06,2026-12-29,South,Home,41974.31,14,Standard,No
CUST101837,Customer_1838,2023-09-26,2024-03-10,West,Beauty,46970.6,10,Basic,Yes
CUST101838,Customer_1839,2024-11-17,2025-09-30,West,Fashion,23135.94,8,Basic,Yes
CUST101839,Customer_1840,2023-01-31,2025-11-28,North,Electronics,50585.02,27,Standard,No
CUST101840,Customer_1841,2023-11-14,2027-06-24,South,Beauty,34354.28,23,Premium,No
CUST101841,Customer_1842,2023-02-25,2026-03-12,South,Beauty,117363.17,26,Basic,No
CUST101842,Customer_1843,2022-12-30,2026-01-09,West,Electronics,143267.62,29,Basic,No
CUST101843,Customer_1844,2025-01-29,2026-10-20,East,Home,6532.98,4,Standard,Yes
CUST101844,Customer_1845,2022-04-03,2024-07-05,South,Fashion,67476.63,18,Basic,No
CUST101845,Customer_1846,2022-09-23,2025-03-07,East,Home,77724.81,28,Standard,No
CUST101846,Customer_1847,2022-07-25,2024-05-06,West,Beauty,91090.59,25,Standard,Yes
CUST101847,Customer_1848,2025-01-08,2028-04-28,West,Fashion,38711.72,8,Basic,No
CUST101848,Customer_1849,2022-02-06,2024-02-23,North,Sports,6969.56,4,Premium,No
CUST101849,Customer_1850,2024-10-31,2025-10-17,South,Beauty,42127.33,11,Standard,Yes
CUST101850,Customer_1851,2025-01-18,2027-06-26,East,Home,12353.8,5,Standard,No
CUST101851,Customer_1852,2024-01-14,2027-08-28,North,Home,103092.11,30,Basic,No
CUST101852,Customer_1853,2022-01-19,2025-12-22,South,Home,23299.34,10,Basic,No
CUST101853,Customer_1854,2023-01-09,2024-06-18,North,Electronics,22125.07,6,Premium,Yes
CUST101854,Customer_1855,2022-04-04,2024-05-11,West,Beauty,58543.96,29,Basic,No
CUST101855,Customer_1856,2022-02-01,2023-01-26,South,Fashion,10790.39,4,Basic,Yes
CUST101856,Customer_1857,2022-05-20,2025-08-26,North,Home,66412.29,18,Basic,No
CUST101857,Customer_1858,2024-08-30,2028-06-05,North,Home,14535.79,21,Basic,No
CUST101858,Customer_1859,2024-11-10,2027-07-29,East,Electronics,53362.88,27,Basic,No
CUST101859,Customer_1860,2025-03-18,2028-07-18,North,Fashion,50283.13,17,Basic,No
CUST101860,Customer_1861,2024-01-03,2027-12-05,South,Beauty,5835.26,7,Premium,No
CUST101861,Customer_1862,2024-01-24,2027-02-12,South,Sports,32977.85,9,Standard,No
CUST101862,Customer_1863,2022-02-27,2022-11-02,East,Electronics,12479.37,3,Basic,Yes
CUST101863,Customer_1864,2022-05-20,2025-11-09,South,Beauty,27169.4,22,Standard,No
CUST101864,Customer_1865,2024-11-12,2026-04-27,West,Sports,34205.25,9,Basic,Yes
CUST101865,Customer_1866,2024-06-19,2025-04-20,South,Home,92013.32,27,Standard,Yes
CUST101866,Customer_1867,2023-01-13,2024-04-04,South,Home,9395.81,4,Basic,Yes
CUST101867,Customer_1868,2024-07-10,2027-12-24,North,Fashion,27333.83,22,Basic,No
CUST101868,Customer_1869,2023-01-08,2024-04-01,North,Sports,143908.58,30,Premium,Yes
CUST101869,Customer_1870,2024-12-22,2028-11-17,South,Home,49172.94,19,Basic,No
CUST101870,Customer_1871,2024-02-17,2026-06-26,East,Home,11937.56,9,Premium,No
CUST101871,Customer_1872,2022-06-16,2024-05-16,North,Fashion,85830,23,Basic,No
CUST101872,Customer_1873,2025-03-20,2027-04-25,East,Beauty,74417.44,23,Basic,No
CUST101873,Customer_1874,2023-06-07,2026-11-19,South,Home,83457.82,20,Standard,No
CUST101874,Customer_1875,2023-08-07,2027-01-04,South,Electronics,29894.61,6,Standard,No
CUST101875,Customer_1876,2023-05-16,2023-11-24,West,Electronics,18951.36,27,Basic,Yes
CUST101876,Customer_1877,2024-06-14,2027-03-25,North,Beauty,42096.13,11,Basic,No
CUST101877,Customer_1878,2024-09-25,2025-09-22,South,Sports,118826.14,24,Basic,Yes
CUST101878,Customer_1879,2023-07-14,2027-02-11,West,Fashion,43830.64,15,Premium,No
CUST101879,Customer_1880,2024-10-08,2026-04-15,North,Electronics,81854.5,22,Standard,Yes
CUST101880,Customer_1881,2022-08-21,2025-04-24,South,Electronics,14909.98,6,Basic,No
CUST101881,Customer_1882,2023-07-14,2023-10-07,South,Beauty,42109.63,20,Premium,Yes
CUST101882,Customer_1883,2024-07-09,2025-08-31,North,Sports,87217.47,24,Basic,Yes
CUST101883,Customer_1884,2024-05-10,2027-11-23,North,Sports,148392.07,30,Basic,No
CUST101884,Customer_1885,2024-05-21,2028-04-03,North,Beauty,9124.99,10,Basic,No
CUST101885,Customer_1886,2022-03-22,2024-10-27,South,Electronics,57589.12,24,Standard,No
CUST101886,Customer_1887,2023-09-06,2025-03-15,South,Fashion,118319.62,25,Basic,Yes
CUST101887,Customer_1888,2023-12-04,2025-09-14,West,Electronics,22167.03,22,Standard,Yes
CUST101888,Customer_1889,2023-06-25,2026-03-18,East,Sports,61725.6,18,Premium,No
CUST101889,Customer_1890,2024-02-04,2027-01-31,North,Electronics,38971.87,16,Basic,No
CUST101890,Customer_1891,2024-01-08,2026-04-10,South,Fashion,8784.06,4,Basic,No
CUST101891,Customer_1892,2023-08-29,2025-10-07,South,Home,28849.58,20,Basic,No
CUST101892,Customer_1893,2025-01-14,2026-03-13,North,Electronics,16815.55,13,Standard,Yes
CUST101893,Customer_1894,2023-09-14,2027-07-18,East,Beauty,67758.96,24,Premium,No
CUST101894,Customer_1895,2024-10-18,2027-11-16,North,Home,10992.34,5,Basic,No
CUST101895,Customer_1896,2022-07-15,2025-05-07,East,Beauty,54238.99,20,Basic,No
CUST101896,Customer_1897,2024-09-21,2026-10-20,South,Beauty,33161.25,24,Basic,No
CUST101897,Customer_1898,2024-08-03,2026-02-26,East,Beauty,60201.33,29,Basic,Yes
CUST101898,Customer_1899,2022-02-13,2025-08-02,West,Electronics,94693.71,19,Standard,No
CUST101899,Customer_1900,2023-01-28,2026-03-27,South,Sports,38813.74,18,Basic,No
CUST101900,Customer_1901,2025-01-18,2028-10-22,West,Home,47143.82,20,Basic,No
CUST101901,Customer_1902,2022-06-04,2022-11-12,North,Fashion,15914.94,27,Standard,Yes
CUST101902,Customer_1903,2024-09-04,2025-01-13,North,Sports,37633.17,17,Basic,Yes
CUST101903,Customer_1904,2022-02-28,2026-02-02,North,Electronics,62964.18,16,Standard,No
CUST101904,Customer_1905,2022-04-20,2024-11-05,East,Beauty,2820.19,1,Basic,No
CUST101905,Customer_1906,2023-04-24,2026-10-15,South,Fashion,72590.79,21,Premium,No
CUST101906,Customer_1907,2023-09-10,2024-05-14,North,Home,87130.05,29,Basic,Yes
CUST101907,Customer_1908,2024-02-23,2026-11-01,North,Sports,26317.16,27,Premium,No
CUST101908,Customer_1909,2024-12-08,2028-06-20,South,Sports,1994.65,1,Basic,No
CUST101909,Customer_1910,2024-11-21,2026-10-12,North,Fashion,108721.47,30,Standard,Yes
CUST101910,Customer_1911,2023-08-24,2026-07-26,West,Electronics,59314.5,20,Basic,No
CUST101911,Customer_1912,2024-07-28,2026-09-26,South,Home,84895.8,24,Standard,No
CUST101912,Customer_1913,2024-09-18,2028-08-25,South,Fashion,29691.37,14,Basic,No
CUST101913,Customer_1914,2023-06-15,2024-07-17,South,Beauty,32918.42,24,Standard,Yes
CUST101914,Customer_1915,2024-10-23,2027-02-08,West,Home,8468.33,2,Standard,No
CUST101915,Customer_1916,2023-01-13,2025-11-20,South,Sports,32900.33,15,Standard,No
CUST101916,Customer_1917,2023-07-26,2025-10-16,West,Fashion,99978.93,29,Standard,No
CUST101917,Customer_1918,2023-08-10,2025-07-31,South,Sports,6646.83,3,Basic,No
CUST101918,Customer_1919,2022-12-23,2023-02-13,East,Sports,140179.23,30,Basic,Yes
CUST101919,Customer_1920,2023-11-16,2025-12-19,North,Sports,64528.45,13,Standard,No
CUST101920,Customer_1921,2024-05-07,2025-12-28,East,Electronics,64983.41,19,Basic,Yes
CUST101921,Customer_1922,2023-10-21,2026-12-23,North,Sports,3209.68,1,Basic,No
CUST101922,Customer_1923,2022-02-04,2025-08-27,West,Beauty,55688.38,13,Basic,No
CUST101923,Customer_1924,2024-10-03,2028-08-12,East,Beauty,42345.65,15,Basic,No
CUST101924,Customer_1925,2023-04-06,2023-08-27,South,Home,70604.42,16,Standard,Yes
CUST101925,Customer_1926,2023-12-19,2025-05-28,North,Sports,70746.67,30,Standard,Yes
CUST101926,Customer_1927,2023-05-27,2024-10-19,North,Sports,7078.91,11,Premium,Yes
CUST101927,Customer_1928,2024-12-07,2028-04-29,East,Fashion,14008.97,3,Basic,No
CUST101928,Customer_1929,2023-05-06,2027-03-27,West,Electronics,29975.02,8,Premium,No
CUST101929,Customer_1930,2022-09-30,2025-04-25,East,Home,16790.71,6,Standard,No
CUST101930,Customer_1931,2024-10-09,2027-05-23,West,Sports,23760.11,5,Premium,No
CUST101931,Customer_1932,2023-06-11,2026-02-19,West,Fashion,116751.86,26,Premium,No
CUST101932,Customer_1933,2025-02-25,2028-03-04,North,Electronics,27661.67,28,Standard,No
CUST101933,Customer_1934,2022-07-29,2024-08-12,East,Home,49646.83,15,Basic,No
CUST101934,Customer_1935,2023-09-16,2027-07-13,East,Home,26293.22,9,Basic,No
CUST101935,Customer_1936,2025-03-11,2027-01-21,West,Sports,119823.96,30,Basic,Yes
CUST101936,Customer_1937,2022-06-22,2025-08-20,East,Home,42629.48,23,Premium,No
CUST101937,Customer_1938,2023-03-23,2026-12-30,South,Fashion,11803.45,22,Premium,No
CUST101938,Customer_1939,2025-02-16,2028-02-12,South,Home,6671.49,5,Standard,No
CUST101939,Customer_1940,2022-01-11,2023-05-21,East,Beauty,30433.89,21,Premium,Yes
CUST101940,Customer_1941,2024-01-31,2026-07-31,East,Fashion,18113.74,10,Premium,No
CUST101941,Customer_1942,2025-03-23,2028-04-07,West,Electronics,54169.2,25,Standard,No
CUST101942,Customer_1943,2022-11-19,2025-03-26,South,Electronics,106705.4,29,Standard,No
CUST101943,Customer_1944,2024-09-03,2028-02-05,South,Sports,21686.65,26,Basic,No
CUST101944,Customer_1945,2023-03-21,2026-10-24,North,Sports,16136.78,6,Basic,No
CUST101945,Customer_1946,2022-12-08,2026-02-20,West,Beauty,76829.1,28,Basic,No
CUST101946,Customer_1947,2022-08-09,2025-10-23,North,Electronics,35985.55,11,Basic,No
CUST101947,Customer_1948,2022-04-20,2024-07-07,South,Electronics,7589.85,4,Standard,No
CUST101948,Customer_1949,2023-02-14,2027-02-28,West,Electronics,33381,20,Basic,No
CUST101949,Customer_1950,2023-05-20,2024-09-03,East,Electronics,32129.79,12,Premium,Yes
CUST101950,Customer_1951,2022-02-09,2025-04-18,West,Home,69364.72,20,Basic,No
CUST101951,Customer_1952,2022-09-20,2023-09-19,East,Fashion,18917.94,27,Basic,Yes
CUST101952,Customer_1953,2025-02-15,2026-11-14,East,Fashion,10926.71,6,Premium,Yes
CUST101953,Customer_1954,2023-12-09,2025-08-02,West,Beauty,4042.9,1,Standard,Yes
CUST101954,Customer_1955,2024-04-02,2027-12-13,East,Home,66971.32,25,Basic,No
CUST101955,Customer_1956,2023-04-06,2027-03-17,North,Electronics,143496.48,30,Standard,No
CUST101956,Customer_1957,2025-02-15,2026-09-11,South,Electronics,79270.88,18,Basic,Yes
CUST101957,Customer_1958,2022-08-05,2026-04-10,East,Sports,4095.5,2,Premium,No
CUST101958,Customer_1959,2022-03-18,2024-10-07,North,Sports,18841.1,5,Standard,No
CUST101959,Customer_1960,2024-06-10,2028-05-26,East,Beauty,27750.21,16,Basic,No
CUST101960,Customer_1961,2025-04-10,2025-06-01,South,Electronics,15466.01,12,Standard,Yes
CUST101961,Customer_1962,2023-01-25,2023-07-17,North,Beauty,53575.1,12,Premium,Yes
CUST101962,Customer_1963,2024-11-15,2027-08-17,South,Home,22837.34,11,Standard,No
CUST101963,Customer_1964,2025-02-25,2028-05-31,South,Fashion,28307.62,20,Premium,No
CUST101964,Customer_1965,2023-01-09,2024-03-08,North,Electronics,92005.49,19,Basic,Yes
CUST101965,Customer_1966,2023-10-16,2025-06-20,North,Home,13432.22,21,Premium,Yes
CUST101966,Customer_1967,2024-06-22,2025-03-03,North,Electronics,15057.33,7,Standard,Yes
CUST101967,Customer_1968,2024-11-13,2026-11-30,West,Sports,17494.89,26,Standard,No
CUST101968,Customer_1969,2024-01-14,2025-08-11,North,Beauty,5536.9,2,Basic,Yes
CUST101969,Customer_1970,2023-02-27,2026-03-07,North,Sports,66853.39,29,Premium,No
CUST101970,Customer_1971,2024-05-02,2028-05-06,North,Fashion,108547.29,29,Standard,No
CUST101971,Customer_1972,2024-04-10,2027-10-06,North,Sports,28758.93,6,Premium,No
CUST101972,Customer_1973,2024-08-30,2026-11-09,East,Electronics,11354.4,4,Basic,No
CUST101973,Customer_1974,2023-09-21,2025-04-01,West,Sports,3568.6,2,Basic,Yes
CUST101974,Customer_1975,2023-07-24,2026-02-18,South,Electronics,75221.44,17,Basic,No
CUST101975,Customer_1976,2022-05-02,2025-01-15,North,Fashion,25763.43,8,Standard,No
CUST101976,Customer_1977,2022-06-08,2023-03-20,East,Sports,14953.4,5,Standard,Yes
CUST101977,Customer_1978,2022-11-03,2023-11-28,East,Beauty,13485.86,10,Standard,Yes
CUST101978,Customer_1979,2025-01-17,2025-04-23,East,Beauty,10922.59,16,Standard,Yes
